Seção;Denominação_sessao;Divisão;Denominação_divisao;Grupo;Denominação_grupo;Classe;Denominação_classe;Subclasse;Denominação_subclasse;Grande_Grupamento;Grupamentos_de_Atividades;Subgrupamentos_de_Atividades
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.3;Comércio atacadista especializado em produtos alimentícios, bebidas e fumo;46.35-4;Comércio atacadista de bebidas;4635401;Comércio atacadista de água mineral;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.3;Comércio atacadista especializado em produtos alimentícios, bebidas e fumo;46.35-4;Comércio atacadista de bebidas;4635402;Comércio atacadista de cerveja, chope e refrigerante;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.3;Comércio atacadista especializado em produtos alimentícios, bebidas e fumo;46.35-4;Comércio atacadista de bebidas;4635403;Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.3;Comércio atacadista especializado em produtos alimentícios, bebidas e fumo;46.35-4;Comércio atacadista de bebidas;4635499;Comércio atacadista de bebidas não especificadas anteriormente;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.3;Comércio atacadista especializado em produtos alimentícios, bebidas e fumo;46.36-2;Comércio atacadista de produtos do fumo;4636201;Comércio atacadista de fumo beneficiado;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.3;Comércio atacadista especializado em produtos alimentícios, bebidas e fumo;46.36-2;Comércio atacadista de produtos do fumo;4636202;Comércio atacadista de cigarros, cigarrilhas e charutos;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.3;Comércio atacadista especializado em produtos alimentícios, bebidas e fumo;46.37-1;Comércio atacadista especializado em produtos alimentícios não especificados anteriormente;4637101;Comércio atacadista de café torrado, moído e solúvel;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.3;Comércio atacadista especializado em produtos alimentícios, bebidas e fumo;46.37-1;Comércio atacadista especializado em produtos alimentícios não especificados anteriormente;4637102;Comércio atacadista de açúcar;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.3;Comércio atacadista especializado em produtos alimentícios, bebidas e fumo;46.37-1;Comércio atacadista especializado em produtos alimentícios não especificados anteriormente;4637103;Comércio atacadista de óleos e gorduras;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.3;Comércio atacadista especializado em produtos alimentícios, bebidas e fumo;46.37-1;Comércio atacadista especializado em produtos alimentícios não especificados anteriormente;4637104;Comércio atacadista de pães, bolos, biscoitos e similares;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.3;Comércio atacadista especializado em produtos alimentícios, bebidas e fumo;46.37-1;Comércio atacadista especializado em produtos alimentícios não especificados anteriormente;4637105;Comércio atacadista de massas alimentícias;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.3;Comércio atacadista especializado em produtos alimentícios, bebidas e fumo;46.37-1;Comércio atacadista especializado em produtos alimentícios não especificados anteriormente;4637106;Comércio atacadista de sorvetes;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.3;Comércio atacadista especializado em produtos alimentícios, bebidas e fumo;46.37-1;Comércio atacadista especializado em produtos alimentícios não especificados anteriormente;4637107;Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.3;Comércio atacadista especializado em produtos alimentícios, bebidas e fumo;46.37-1;Comércio atacadista especializado em produtos alimentícios não especificados anteriormente;4637199;Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.3;Comércio atacadista especializado em produtos alimentícios, bebidas e fumo;46.39-7;Comércio atacadista de produtos alimentícios em geral;4639701;Comércio atacadista de produtos alimentícios em geral;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.3;Comércio atacadista especializado em produtos alimentícios, bebidas e fumo;46.39-7;Comércio atacadista de produtos alimentícios em geral;4639702;Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.4;Comércio atacadista de produtos de consumo não alimentar;46.41-9;Comércio atacadista de tecidos, artefatos de tecidos e de armarinho;4641901;Comércio atacadista de tecidos;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.4;Comércio atacadista de produtos de consumo não alimentar;46.41-9;Comércio atacadista de tecidos, artefatos de tecidos e de armarinho;4641902;Comércio atacadista de artigos de cama, mesa e banho;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.4;Comércio atacadista de produtos de consumo não alimentar;46.41-9;Comércio atacadista de tecidos, artefatos de tecidos e de armarinho;4641903;Comércio atacadista de artigos de armarinho;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.4;Comércio atacadista de produtos de consumo não alimentar;46.42-7;Comércio atacadista de artigos do vestuário e acessórios;4642701;Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.4;Comércio atacadista de produtos de consumo não alimentar;46.42-7;Comércio atacadista de artigos do vestuário e acessórios;4642702;Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho;Comércio;Comércio, reparação de veículos automotores e motocicletas;
